theme,video_id,kargin_id,title,duplicate_of,strength,where,evidence,include
traffic_police,moCyanUBWps,415,Kargin Haghordum - Blokpost (Hayko Mko),,strong,text.topics,"police, crime, transport",y
traffic_police,mrIUW3fCUUo,273,Kargin Haghordum - Gomikavan (Hayko Mko),,strong,visual.visual_synopsis,"blonde woman in a car and a sedan pulled over, and a closing bit in a village y",
traffic_police,rktRofsEmtg,482,Kargin Haghordum sketch 110 (Hayko Mko),https://www.youtube.com/watch?v=HlgdRBKwBM0&list=PLDDuEZQEC_uAuSrUXsFVBLNkPQY3BHzLQ&index=88&t=0s,strong,text.topics,"crime, police, transport",
traffic_police,tC0oTbzztk8,468,Kargin Haghordum sketch 093 (Hayko Mko),,strong,text.title_en,The Cake Money and the Traffic Cop,
traffic_police,ty8VH9jpVkU,453,Kargin Haghordum sketch 078 (Hayko Mko),,strong,text.topics,"police, transport, restaurant_cafe",y
traffic_police,upv-Sbiitss,378,Kargin Haghordum sketch 140 (Hayko Mko),https://www.youtube.com/watch?v=yzBeTsyR8ys&list=PLC4FFB3F0AFB8146C&index=128&t=0s,strong,text.topics,"police, crime, transport",
traffic_police,vy4T7AtWBpw,457,Kargin Haghordum sketch 082 (Hayko Mko),,strong,text.topics,"police, transport, drinking",y
traffic_police,xKIAGtRttaw,108,Kargin Haghordum sketch 649 (Hayko Mko),,strong,text.topics,"police, transport, money",y
traffic_police,yzBeTsyR8ys,499,Kargin Haghordum sketch 127 (Hayko Mko),https://www.youtube.com/watch?v=upv-Sbiitss&list=PLC4FFB3F0AFB8146C&index=141&t=0s,strong,text.summary_detailed_en,"in one car, which will surely be pulled over at the police checkpoint (GAI pos",
traffic_police,0Aoy7CHMZvA,454,Kargin Haghordum sketch 079 (Hayko Mko),,weak,text.summary_detailed_en,eventually encounters a uniformed police officer and complains that everyone in th,
traffic_police,0vhomjPY064,629,Kargin Haghordum sketch 551 (Hayko Mko),,weak,text.summary_detailed_en,itary peaked cap and role-plays a police officer (progressively 'promoting' himsel,
traffic_police,4AW-D43CgQs,450,Kargin Haghordum sketch 075 (Hayko Mko),,weak,text.summary_detailed_en,s. The visual sequences include a police officer sitting on a park bench guarding,
traffic_police,7arnxebkEUU,377,Kargin Haghordum sketch 101 (Hayko Mko),,weak,visual.character_types,"old man, police officer, young men in matching plaid shir",
traffic_police,8t7hzpg0dlg,172,Kargin Haghordum sketch 216 (Hayko Mko),,weak,text.summary_en,"a political candidate, but a lazy police officer refuses to book him, claiming can",
traffic_police,CcDMgyCFmVk,293,Kargin Haghordum sketch 410 (Hayko Mko),,weak,text.summary_detailed_en,"orated with small flags. A senior police officer with a mustache sits at his desk,",
traffic_police,HuwjAoOzPXQ,291,Kargin Haghordum sketch 408 (Hayko Mko),,weak,text.title_en,The Policeman and Gago the Junkie,
traffic_police,K6xpw9baTrY,292,Kargin Haghordum sketch 409 (Hayko Mko),,weak,visual.character_types,"mustached police officer, police officer passenger, gangst",
traffic_police,Khc_Ct08b9k,512,Kargin Haghordum sketch 141 (Hayko Mko),,weak,text.summary_en,"A police officer scolds a boy for skipping school,",
traffic_police,OA0SBQc8LcY,637,Kargin Haghordum sketch 559 (Hayko Mko),,weak,text.summary_en,A police officer stops an elderly woman carrying a,
traffic_police,Ol-_OaPjBN0,192,Kargin Haghordum - Sex aygum (Hayko Mko),,weak,visual.character_types,"police officer, police officer",
traffic_police,Pp2eMnH6Zd8,014,Kargin Haghordum sketch 302 (Hayko Mko),,weak,text.summary_detailed_en,"The sketch ends with a uniformed police officer entering the smoke-filled room, s",
traffic_police,Qe6HjBcKqao,605,Kargin Haghordum sketch 482 (Hayko Mko),,weak,text.keywords_en,"ation, beating, address, Komitas, police officer, misunderstanding, alibi",
traffic_police,RWd5fVbXz9k,240,Kargin Haghordum sketch 343 (Hayko Mko),,weak,text.summary_en,A man notices his police officer neighbor has been promoted overni,
traffic_police,UKLBaltVKKc,356,Kargin Haghordum sketch 455 (Hayko Mko),,weak,text.summary_detailed_en,d while watching a broadcast of a policeman detaining a young man. A mustache,
traffic_police,XTx8271LtQo,651,Kargin Haghordum sketch 594 (Hayko Mko),,weak,visual.character_types,"man in white shirt (tenant), police officer, police officer",
traffic_police,ZFZSmw37k54,670,Kargin Haghordum sketch 250 (Hayko Mko),,weak,text.summary_detailed_en,bout the state of the North-South highway and the difficulty of reaching Ma,
traffic_police,cbR5i3gj684,511,Kargin Haghordum sketch 139 (Hayko Mko),,weak,text.summary_detailed_en,segment about the new North-South highway. The reporter explains they are i,
traffic_police,e348pjjIcWE,523,Kargin Haghordum sketch 157 (Hayko Mko),https://www.youtube.com/watch?v=fqeoB0CKcY4&list=PLC4FFB3F0AFB8146C&index=123&t=0s,weak,text.summary_en,A police officer detains a man for shouting 'what,
traffic_police,eYibG0176rM,444,Kargin Haghordum - Xoti vra nstac (Hayko Mko),,weak,text.summary_en,A policeman aggressively interrogates a young,
traffic_police,fqeoB0CKcY4,494,Kargin Haghordum sketch 122 (Hayko Mko),https://www.youtube.com/watch?v=e348pjjIcWE&list=PLC4FFB3F0AFB8146C&index=158&t=0s,weak,text.summary_en,A patriotic policeman arrests a passerby for insulting,
traffic_police,gPuUvFuvaUw,673,Kargin Haghordum sketch 253 (Hayko Mko),,weak,text.summary_detailed_en,mied bird decoration. A mustached police officer in uniform interrogates a young m,
traffic_police,jXTFiwKEMVE,606,Kargin Haghordum sketch 483 (Hayko Mko),,weak,text.summary_en,A police officer deals with a thief and a woman wh,
traffic_police,kBuXMQxDwcs,419,Kargin Haghordum - Qaxmas (Hayko Mko),,weak,text.summary_en,A frustrated police officer tries to extract a witness statem,
traffic_police,lO4fAllxmwc,276,Kargin Haghordum - Annasun Erkira (Hayko Mko),,weak,visual.character_types,"man in sunglasses, old mechanic, police officer, police captain, scruffy detainee",
traffic_police,lp8MI6ZnwhM,700,Kargin Haghordum sketch 192 (Hayko Mko),,weak,visual.character_types,"police officer, woman, man",
traffic_police,qYhj_GEOtFo,190,Kargin Haghordum - Mlicu Anekdot (Hayko Mko),,weak,text.summary_en,"er tells jokes to children, but a policeman in the audience takes offense at",
traffic_police,qunPSBfJJW4,334,Kargin Haghordum sketch 501 (Hayko Mko),,weak,text.summary_en,A police officer threatens an elderly man for ille,
traffic_police,s-zo29VaCao,438,Kargin Haghordum - DVD (Hayko Mko),,weak,text.summary_en,her and daughter broken down on a highway have won a million and a DVD play,
traffic_police,t6kKe5nAddg,371,Kargin Haghordum - Esi mek (Hayko Mko),,weak,text.summary_detailed_en,to an interrogation room where a policeman or authority figure is berating t,
traffic_police,tI8nk1ggm-k,202,Kargin Haghordum sketch 539 (Hayko Mko),,weak,text.summary_detailed_en,he quality of the new North-South highway. The scene shifts to an outdoor o,
traffic_police,vbWvlxJnC_w,312,Kargin Haghordum sketch 473 (Hayko Mko),,weak,text.summary_detailed_en,(minibus) traveling along a rural highway. The vehicle is filled with diver,
traffic_police,zyqWBVzMpFw,219,Kargin Haghordum sketch 399 (Hayko Mko),,weak,text.summary_detailed_en,"ark red 1985 Volvo as stolen. The police officer at the desk is distracted, and st",
tv,-jCLqYZVTFQ,682,Kargin Haghordum sketch 262 (Hayko Mko),,strong,visual.key_props,", restaurant table, beer bottles, television playing soccer match, couch, electric fan",
tv,2ZNH4fu4YoA,632,Kargin Haghordum sketch 554 (Hayko Mko),,strong,visual.visual_synopsis,"a couple's living room while they watch TV, holding them up at knifepoint be",y
tv,2h3gcv92FTw,041,Kargin Haghordum sketch 606 (Hayko Mko),,strong,text.summary_detailed_en,"actors in drag) sits on the couch watching television. A wall clock is visible, indicat",y
tv,4qxINXiM5J8,339,Kargin Haghordum sketch 506 (Hayko Mko),,strong,visual.visual_synopsis,"bed in a yellow wallpapered room watching TV, with repeated cutaways to the sc",y
tv,7-ecmDcVc08,577,Kargin Haghordum sketch 428 (Hayko Mko),,strong,text.summary_detailed_en,"a news reporter appears on their TV screen, reporting from a massive anti-dr",y
tv,83J-iWzByxo,306,Kargin Haghordum sketch 467 (Hayko Mko),,strong,text.summary_detailed_en,"s preoccupied with eating snacks, watching television, and gossiping on the phone with",y
tv,DNGjblhdcNk,610,Kargin Haghordum sketch 488 (Hayko Mko),,strong,text.summary_detailed_en,"curly reddish wig, sits next to a television playing old black-and-white film footage.",
tv,EJbI_w-Fktg,144,Kargin Haghordum sketch 380 (Hayko Mko),,strong,text.summary_detailed_en,"r his cargo. They briefly discuss TV shows, where the officer expresses his",
tv,LTFdwmRrjBY,107,Kargin Haghordum sketch 648 (Hayko Mko),,strong,visual.visual_synopsis,"nd watching a football match on a TV screen, reacting animatedly alongside a",y
tv,LUAZ6UwEsaU,078,Kargin Haghordum sketch 664 (Hayko Mko),,strong,visual.visual_synopsis,between she sits alone with a mug watching the television.,y
tv,PxsWkmJXfZY,575,Kargin Haghordum sketch 426 (Hayko Mko),,strong,text.title_en,The TV Show and the Guest,
tv,R37WlCTJ_CI,310,Kargin Haghordum sketch 471 (Hayko Mko),,strong,text.summary_en,a young man persistently asks to watch TV despite his friend's protests abo,y
tv,ROhyVWLJYbU,671,Kargin Haghordum sketch 251 (Hayko Mko),,strong,visual.visual_synopsis,"ing-room couch, gesturing while a TV shows old footage of a baby and a phot",
tv,Rb7gaPBURwU,432,Kargin Haghordum - Pozavor (Hayko Mko),,strong,visual.visual_synopsis,"the phone, plus brief shots of a TV screen and another man dancing.",
tv,UKLBaltVKKc,356,Kargin Haghordum sketch 455 (Hayko Mko),,strong,visual.visual_synopsis,ing on the phone while watching a TV broadcast of a policeman detaining a young,
tv,XTx8271LtQo,651,Kargin Haghordum sketch 594 (Hayko Mko),,strong,text.summary_detailed_en,"an eagle, biting his nails while watching television. The officers knock loudly, annou",y
tv,aYpOwxAtRuI,301,Kargin Haghordum sketch 462 (Hayko Mko),,strong,visual.visual_synopsis,A family watches TV in their living room - a mustache,y
tv,cLAP5VdCAc8,109,Kargin Haghordum sketch 702 (Hayko Mko),,strong,visual.visual_synopsis,"two red armchairs and an old CRT TV on a stand, a heavyset man in a fedo",
tv,oO9GgcTPJIM,099,Kargin Haghordum sketch 640 (Hayko Mko),,strong,text.summary_detailed_en,"ale comedian in drag—is lounging, watching television and talking on a vintage rotary p",y
tv,oiqDhLquNDU,549,Kargin Haghordum sketch 181 (Hayko Mko),,strong,visual.visual_synopsis,"man reminisces on the couch while watching TV, intercut with a flashback of a y",y
tv,0vhomjPY064,629,Kargin Haghordum sketch 551 (Hayko Mko),,weak,text.summary_detailed_en,"ser, then under the trophy-topped TV—they celebrate by drinking a glas",
tv,2V15_8OeTto,302,Kargin Haghordum sketch 463 (Hayko Mko),,weak,text.summary_detailed_en,agery in the magazines and on the TV in the background—simply replies,
tv,4vgmCuZn_Ok,244,Kargin Haghordum sketch 347 (Hayko Mko),,weak,visual.visual_synopsis,ays backgammon and watches an old TV with women visiting; the sketch e,
tv,9fCZPyVaTgI,676,Kargin Haghordum sketch 256 (Hayko Mko),,weak,text.summary_detailed_en,h a Real Madrid football match on television. A character played by a male act,
tv,D1-SuteQWMs,630,Kargin Haghordum sketch 552 (Hayko Mko),,weak,text.summary_detailed_en,", sit on a sofa in front of a CRT television. The wife complains that her husb",
tv,DEy6RbVrj_U,043,Kargin Haghordum sketch 608 (Hayko Mko),,weak,text.summary_detailed_en,watching a romantic movie on the television and talking on the telephone. A m,
tv,DMBmsT6qhSU,373,Kargin Haghordum - Harcazruyc (Hayko Mko),,weak,text.summary_en,A TV reporter tries to lecture a smoke,
tv,EzBimQbJTPM,358,Kargin Haghordum sketch 457 (Hayko Mko),,weak,text.summary_detailed_en,!' rather than watching a goal on TV. When accused of loving Pyunik mo,
tv,HihCVmDFnnw,121,Kargin Haghordum sketch 688 (Hayko Mko),,weak,visual.visual_synopsis,"rapped around her head, while the TV plays a beach scene; a young man",
tv,K6wlN6Nm-Ak,016,Kargin Haghordum sketch 323 (Hayko Mko),,weak,visual.visual_synopsis,ntimate scene playing on a nearby television. Later a different man enters hol,
tv,K9BDnmNx4Ic,461,Kargin Haghordum sketch 086 (Hayko Mko),,weak,visual.visual_synopsis,A mock TV report shot in autumn: an eccentr,
tv,MO4IeuSmo08,050,Kargin Haghordum sketch 615 (Hayko Mko),,weak,text.summary_detailed_en,"res a double bed and wall-mounted TV, the tension eases. After the wom",
tv,RazaN_OT-tA,002,Kargin Haghordum - Shef (Hayko Mko),,weak,text.summary_detailed_en,"he couple stands among shelves of television sets and office equipment, with t",
tv,T3cuwPoe3tA,072,Kargin Haghordum - Araj mi @ngi (Hayko Mko),,weak,text.summary_en,s his tied-up wife by parodying a TV quiz show to uncover the details,
tv,TBpD6dgtVXM,463,Kargin Haghordum sketch 088 (Hayko Mko),,weak,text.summary_detailed_en,special election report on their television to see the results of his run for,
tv,TLD0RhsCHrc,008,Kargin Haghordum sketch 295 (Hayko Mko),,weak,visual.key_props,"closet clothes, television, bed, bookshelf",
tv,Tx4PpH29Dtw,289,Kargin Haghordum sketch 406 (Hayko Mko),,weak,text.summary_detailed_en,"nores loudly, and monopolizes the television during the football championship.",
tv,VU8zjC3tRtk,296,Kargin Haghordum sketch 415 (Hayko Mko),,weak,text.summary_detailed_en,live to see the end of a popular TV series. When the shocked patient,
tv,WuzT_vKu-u4,514,Kargin Haghordum sketch 148 (Hayko Mko),,weak,text.summary_detailed_en,"lifestyle from watching Armenian TV series, while the patient quips h",
tv,XI9QMVHkcIg,352,Kargin Haghordum sketch 519 (Hayko Mko),,weak,visual.visual_synopsis,"and watching a dramatic scene on television with their young child, then the",
tv,ZRx834p4chA,510,Kargin Haghordum sketch 138 (Hayko Mko),,weak,visual.visual_synopsis,"mpagne, two men in front of a big TV - then cuts to the same living ro",
tv,ZVSYU_ez_dY,393,Kargin Haghordum - Trener (Hayko Mko),,weak,text.summary_detailed_en,"the tactic diagram as a sponsored TV segment, announcing a real estate",
tv,ZkgP8yeiX1o,387,Kargin Haghordum - Kentani (Hayko Mko),,weak,text.summary_detailed_en,The sketch begins with a TV news bulletin announcing the esca,
tv,a-Ui2dncFZ0,184,Kargin Haghordum - Kondi Tner (Hayko Mko),,weak,text.summary_detailed_en,"aches them, recognizing them from television, and eagerly asks about the new b",
tv,alABhSPvMtU,206,Kargin Haghordum sketch 386 (Hayko Mko),,weak,text.summary_detailed_en,ht!' The family then turns on the television to watch the evening news. The ne,
tv,arKFsgNrwro,049,Kargin Haghordum sketch 614 (Hayko Mko),,weak,visual.visual_synopsis,sprawled under a blanket with the TV remote. The three argue back and,
tv,bzVJUkNNJ9Q,446,Kargin Haghordum - Graz (Hayko Mko),,weak,visual.key_props,"rooftop tv antenna, chimney pipe, walking st",
tv,cbR5i3gj684,511,Kargin Haghordum sketch 139 (Hayko Mko),,weak,text.summary_en,A TV reporter visits a remote village,
tv,f6VD3ITakLc,209,Kargin Haghordum sketch 389 (Hayko Mko),,weak,visual.character_types,"tv host, shopkeeper, shop assistant",
tv,iXQc7hUtK2I,414,Kargin Haghordum - Hett em gali (Hayko Mko),,weak,text.summary_detailed_en,ed out on the lawn outside near a television—suddenly jumps up. Instead of sto,
tv,ixUFJhp7iXQ,571,Kargin Haghordum sketch 422 (Hayko Mko),,weak,text.summary_detailed_en,"e wig, is annoyed by his state. A television in the background shows nature fo",
tv,mSEqnf0_IJI,422,Kargin Haghordum - Dombel (Hayko Mko),,weak,visual.key_props,"hiskey glass and bottle, handgun, television, black suvs",
tv,nGjL-1Me690,666,Kargin Haghordum sketch 246 (Hayko Mko),,weak,text.summary_en,A TV crew interviews Armenia's oldest,
tv,o4r6M4zxoUo,020,Kargin Haghordum sketch 327 (Hayko Mko),,weak,text.summary_en,falls apart over a request for a television.,
tv,oSqEEu5m-iE,224,Kargin Haghordum - Txamard em uzum (Hayko Mko),,weak,visual.key_props,"mirror, wig, rose, desk, television, notebook and pencil",
tv,o_E51E2o07Y,304,Kargin Haghordum sketch 465 (Hayko Mko),,weak,text.summary_detailed_en,"ironing, and watching the news on television. Throughout these activities, she",
tv,pAqud0uHruk,193,Kargin Haghordum sketch 383 (Hayko Mko),,weak,text.summary_detailed_en,watching a nature documentary on television featuring a North American moose.,
tv,qoKYgIYwdXM,447,Kargin Haghordum - Dasaxos (Hayko Mko),,weak,text.summary_detailed_en,hasn't watched a single minute of television or news. The sketch concludes wit,
tv,rh2-lZwbQ9s,233,Kargin Haghordum sketch 315 (Hayko Mko),,weak,visual.key_props,"gown, red couch/bed, wall-mounted tv, radiator",
tv,spddQrkdohk,554,Kargin Haghordum sketch 186 (Hayko Mko),,weak,text.summary_detailed_en,"e' of the establishment he saw on TV, the father demands to know why t",
tv,t79x_fKiVEk,536,Kargin Haghordum sketch 170 (Hayko Mko),,weak,text.summary_en,"A TV crew interviews Abgar Yenoqyan, a",
tv,u1EtmLaMt5Y,303,Kargin Haghordum sketch 464 (Hayko Mko),,weak,text.summary_en,high-energy vacuum salesman for a TV news crew investigating her power,
tv,vyTJKuAtbeg,188,Kargin Haghordum sketch 368 (Hayko Mko),,weak,visual.key_props,"tea kettle, photographs of women, television, couch",
tv,wxieqyrzFss,607,Kargin Haghordum sketch 485 (Hayko Mko),,weak,text.summary_detailed_en,floor watching cartoons on a CRT television. A young mother in a yellow top s,
tv,z3FMKrxzWhc,019,Kargin Haghordum sketch 326 (Hayko Mko),,weak,visual.key_props,"sickbed with pillows, old crt television, bedside dresser",
tv,zruwk12QBHk,214,Kargin Haghordum sketch 394 (Hayko Mko),,weak,text.summary_detailed_en,"aring a dark shirt, turns off the television to grab the woman's attention. He",
